service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
12858046372-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14797028815-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
51100063034-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5565034750-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15454038847-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5500026738-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
51100036645-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14767040801-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14233045369-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14249045495-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1985016908-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14248047780-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14731045774-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14390058883-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5550034614-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
17000062953-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
12843041258-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
17000062940-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
12858046461-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14799048328-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
50051036601-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
3905041681-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5575052768-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
5500026688-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
51100029715-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
13079037096-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12913041844-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5565011937-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14799048359-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1981053563-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
14277037970-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3945041922-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
12879046024-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14655040267-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1982053682-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5580003877-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,0
14007036895-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12843041320-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3813046608-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14274053203-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14277052603-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
1062059462-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
51100052066-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
15447038717-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14798048868-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
7005018571-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4955021927-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3130052520-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12858046413-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14312054627-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2377062412-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1055016449-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13224043531-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14255047745-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
8300033662-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,1,1
12962042005-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12875045896-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
5550011340-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
6008011185-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1983053881-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
15487039381-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12875045901-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14625040172-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
4973028549-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14721047070-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13115037350-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3886005670-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5575052771-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3080046758-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
15455038908-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14313060502-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14255047700-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14595039989-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14717040468-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4915006265-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15522039767-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13224043439-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12813041184-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5501011433-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2325060761-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1983053889-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14797028942-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
17000017134-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2352060987-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13048036995-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14302054574-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3911041811-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
5545003376-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1062059485-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14799048423-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14767040751-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3560003504-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14030042297-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
21258053000-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1052047584-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
23100063371-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14797028859-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14030042423-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
12813041213-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18150042826-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
7380010560-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
13223043373-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4957006777-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1035047517-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14595039984-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
7001018781-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3905041593-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
50051018157-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1982053832-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14277038015-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14274053202-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5525007918-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4953028240-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5545003301-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14302054572-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
15471039132-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15455038875-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14305044904-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1062059570-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18025000139-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12866053285-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18216011041-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3130052479-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1719058498-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2377062442-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14302054484-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4973028503-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14798048819-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3092037188-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
15487039416-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3100034347-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4973028533-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14392045201-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
7009027607-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
5505058323-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
50051036241-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
2363061555-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3080046749-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1064060101-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3560003534-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
23100028033-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1044037231-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3813046609-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14799048329-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1033047368-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14625040098-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5550034598-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3130052504-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5580003940-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
13136037602-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
18144010096-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18023052426-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1985054041-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5580019877-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5565011943-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14625040154-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5565011905-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
12813041185-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6008011157-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3803041110-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2372062116-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
3911041747-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
2362061528-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
51100029737-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5545003338-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14721047271-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
2326060920-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1981053624-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14721047124-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14655040265-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
7380020925-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1981053604-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18300044936-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3905041590-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1064060183-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14797029004-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
6008011071-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
7009018469-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
14274053083-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14798048847-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
51100062972-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
12843041246-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5500011450-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14757040699-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
18185043196-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
7004018579-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,1
14007036908-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5552021028-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
2365061772-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14721047267-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1033047395-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14299044614-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
51100063011-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
14799048301-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13224043531-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
13220043757-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
17000017295-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5550011284-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
23500035791-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4966052968-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
21218043092-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14007036988-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14595040007-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3813046621-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14007036938-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14756054250-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1055016415-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
12875045882-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2372062133-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14756040639-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4974028632-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14302044766-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
17000017238-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1983053873-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2365061726-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
3130052515-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14313060437-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14731045783-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4953052959-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18018048452-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13136037602-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14703040276-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3887005772-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
1981053474-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14274053132-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15455038968-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1013053003-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5568003684-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
5580019894-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14277052663-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4955028327-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14030042297-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14302054435-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
23100063332-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
13221043572-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14258044153-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
5552011731-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
1034047316-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1063059800-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,1,1
14767040777-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14721047200-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14302054560-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
4957006761-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3130037478-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1036015848-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14625040049-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14277052737-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14625040056-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13220043752-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
15512039703-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
4955028258-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14797028874-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14771048214-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1045053423-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
23500018326-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
3813046637-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
14299044614-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14277038009-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
21611053018-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18158011694-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14258044290-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
13135037551-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14799048317-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14030042319-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
13154037719-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14277052595-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5568003597-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5500026669-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1981053528-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5565034760-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15348038450-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
6009015101-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14020043021-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
5568003627-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
6104052471-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
2353061044-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
14302054526-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15328038245-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14798048852-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
6009015109-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3905041578-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13048037003-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
23500063287-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
14798048710-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3922046187-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
15409039812-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
5515058644-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
2373062156-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13223043362-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
7004018624-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5565034747-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5550011206-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15456038971-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3921046084-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
2391062506-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
14797028780-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5565034730-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5552011734-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
2353061129-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
2046047651-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14717040437-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4955028432-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
4915006277-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
5550011248-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
4974028642-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
1983053922-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5550011247-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14797028855-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14655040207-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
7005018560-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14267044587-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3130052511-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1981053478-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,0
5550011227-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
50051018163-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14798048716-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14030042275-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
15348038401-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
13221043574-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14721047282-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14312054667-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
21248043121-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14249045511-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14258044131-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
15522039771-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3080046730-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
13048037007-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1045053384-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
18187043199-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100034333-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
18296045549-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
18170010181-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100034432-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,1
12913041851-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
23100063331-20160922135358_v46.7,20161030,20161231,0,1,1,1,1,0,0
12882054159-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4966052970-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6009015076-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
8300033708-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14011042725-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
7004018624-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14799048432-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
1982053717-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
6009015143-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
1984053952-20160920093629_v46.5,20160922,20161029,0,1,1,1,0,0,0
1052047608-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14302054383-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
4955028290-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14249045464-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
13224043530-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
3911041748-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3911041801-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
5575019854-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
14258044137-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
1986054093-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
2353061024-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
6008011078-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
3100034454-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,0,1
14655040263-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
14007036899-20160920093629_v46.5,20160922,20161029,1,1,1,1,1,0,0
5575003714-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14605043842-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
14007036915-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
15428038671-20160920093629_v46.5,20160922,20161029,0,0,0,0,0,1,0
2326060927-20160922135358_v46.7,20161030,20161231,1,1,1,1,1,0,0
3945042001-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,0,1
3886005639-20160922135358_v46.7,20161030,20161231,0,0,0,0,0,1,0
